country,year,production,export,domestic_consumption,gross_opening_stock,coffee_type
Mexico,2011,4561.0578,2906.5175744,2354.0,255.0,Other Milds
Nicaragua,2011,2193421,1467.7097989,205261,20583,Other Milds
Nigeria,2011,46.8796,6.5539994,40.0,0.0,Robustas
Panama,2011,105.6314,53.0888441,67.0,20.0,Other Milds
Sierra Leone,2011,78.2979,37.3870282,5.0,3.0,Robustas
Sri Lanka,2011,35.6993,2.3540694,35.0,0.0,Other Milds
Sri Lanka,2011,35.6993,2.3540694,35.0,0.0,Robustas
Thailand,2011,831.2755,242.7539545,1100.0,8.0,Brazilan Naturals
Thailand,2011,831.2755,242.7539545,1100.0,8.0,Robustas
Togo,2011,160047,155.0841667,0.21,0.05,Robustas
Trinidad & Tobago,2011,11.1577,0.2998397,10.0,0.0,Robustas
Uganda,2011,3115063,3142011,210.0,425.38,Other Milds
Uganda,2011,3115063,3142011,210.0,425.38,Robustas
Venezuela,2011,902.0717,0.467082,1650.0,0.0,Other Milds
Viet Nam,2011,26499.6111,17717.3947313,1650.0,3750.0,Brazilan Naturals
Viet Nam,2011,26499.6111,17717.3947313,1650.0,3750.0,Robustas
Angola,2012,32.79,8375,30.0,110.0,Brazilan Naturals
Angola,2012,32.79,8375,30.0,110.0,Robustas
Bolivia (Plurinational State of),2012,105.2812,62.67578,50.5,0.0,Other Milds
Brazil,2012,55418.0012,28549.4258909,20330.0,10063.0,Brazilan Naturals
Brazil,2012,55418.0012,28549.4258909,20330.0,10063.0,Robustas
Burundi,2012,405.9615,392.0069167,2.0,7.0,Other Milds
Burundi,2012,405.9615,392.0069167,2.0,7.0,Robustas
Ecuador,2012,828.1024,1579.5909418,150.0,2.3,Other Milds
Ecuador,2012,828.1024,1579.5909418,150.0,2.3,Robustas
Indonesia,2012,13070.0386,8205.7408259,3900.0,450.0,Brazilan Naturals
Indonesia,2012,13070.0386,8205.7408259,3900.0,450.0,Robustas
Madagascar,2012,499.7094,78.9174707,430.0,30.0,Other Milds
Madagascar,2012,499.7094,78.9174707,430.0,30.0,Robustas
Malawi,2012,22.8262,19.5299992,1.0,0.0,Other Milds
Papua New Guinea,2012,716488,924.9300992,1711,5.0,Other Milds
Papua New Guinea,2012,716488,924.9300992,1711,5.0,Robustas
Peru,2012,4450.0478,4310.3519216,250.0,93.0,Other Milds
Rwanda,2012,258.5591,250.844586,1.0,13.0,Other Milds
Zimbabwe,2012,7.3208,4.0035378,4.0,0.0,Other Milds
Congo,2012,3.0,0.0,3.0,0.0,Robustas
Cuba,2012,88142,15312,220.0,0.0,Other Milds
Dominican Republic,2012,488.4307,137.3830166,378.0,61.0,Other Milds
Haiti,2012,349.7319,11.0616719,340.0,0.0,Other Milds
Philippines,2012,177.4616,3.0909913,2325.0,0.0,Brazilan Naturals
Philippines,2012,177.4616,3.0909913,2325.0,0.0,Robustas
Tanzania,2012,1151.1215,756.221317,71.7,34.65,Colombian Milds
Tanzania,2012,1151.1215,756.221317,71.7,34.65,Robustas
Zambia,2012,5.3695,7.0757268,0.0,0.0,Other Milds
Cameroon,2012,371.0197,621.8128,71733,47076,Other Milds
Cameroon,2012,371.0197,621.8128,71733,47076,Robustas
Central African Republic,2012,22.89,77692,16667,0.3,Robustas
Colombia,2012,9926.9445,7170.203291,1514242,1053766,Colombian Milds
Costa Rica,2012,1822.6906,1373.6671636,423097,125222,Other Milds
Côte d'Ivoire,2012,1993.8367,1711.7656167,317.0,637129,Robustas
Democratic Republic of Congo,2012,334.0453,146.3839333,200.0,4.0,Other Milds
Democratic Republic of Congo,2012,334.0453,146.3839333,200.0,4.0,Robustas
El Salvador,2012,1239.5852,1043.9860098,276.6,80.0,Other Milds
Ethiopia,2012,6132.0066,3202.5924066,3299.0,1000.0,Brazilan Naturals
Gabon,2012,751,0.0,967,433,Robustas
Ghana,2012,20.8836,30.4670629,2.0,3.0,Robustas
Guatemala,2012,3762.9331,3750.1125361,360.0,16.0,Other Milds
Guinea,2012,233.5545,377.2035436,50.0,15.0,Robustas
Honduras,2012,4685.9958,5507.9849391,345.0,231942,Other Milds
India,2012,5403.4408,5043.961929,1375.0,852.0,Other Milds
India,2012,5403.4408,5043.961929,1375.0,852.0,Robustas
Jamaica,2012,23.7159,14.9194512,9.0,0.0,Other Milds
Kenya,2012,875.4455,802.8862824,50.0,14.0,Colombian Milds
Liberia,2012,10.1213,2.8109667,5.0,0.0,Robustas
Mexico,2012,4326.9422,3556.455805,2354.0,400.0,Other Milds
Nicaragua,2012,1873.4749,1987.3021469,207864,348203,Other Milds
Nigeria,2012,40.7637,1.6620094,40.0,0.0,Robustas
Panama,2012,115.5198,50.5928326,67.0,10.0,Other Milds
Sierra Leone,2012,61.1833,65.2700743,5.0,2.0,Robustas
Sri Lanka,2012,35.2484,0.1529592,35.0,0.0,Other Milds
Sri Lanka,2012,35.2484,0.1529592,35.0,0.0,Robustas
Thailand,2012,608.0946,349.7193662,1130.0,10.0,Brazilan Naturals
Thailand,2012,608.0946,349.7193662,1130.0,10.0,Robustas
Togo,2012,84.0589,147.3904467,242,8633,Robustas
Trinidad & Tobago,2012,12.2272,1.4482379,10.0,0.0,Robustas
Uganda,2012,3913502,2685237,216.0,603494,Other Milds
Uganda,2012,3913502,2685237,216.0,603494,Robustas
Venezuela,2012,952.4201,2.3147761,1650.0,0.0,Other Milds
Viet Nam,2012,23402.1057,22919.6638324,1825.0,2750.0,Brazilan Naturals
Viet Nam,2012,23402.1057,22919.6638324,1825.0,2750.0,Robustas
Angola,2013,34935,5.52,30.0,105.0,Brazilan Naturals
Angola,2013,34935,5.52,30.0,105.0,Robustas
Bolivia (Plurinational State of),2013,119.9122,54.8505333,52.0,0.0,Other Milds
Brazil,2013,54688.9664,31650.5629454,20085.0,15868.0,Brazilan Naturals
Brazil,2013,54688.9664,31650.5629454,20085.0,15868.0,Robustas
Burundi,2013,163.2177,194.7158834,2.0,5.0,Other Milds
Burundi,2013,163.2177,194.7158834,2.0,5.0,Robustas
Ecuador,2013,665545,1262.12591,155.0,2.0,Other Milds
Ecuador,2013,665545,1262.12591,155.0,2.0,Robustas
Indonesia,2013,12900.9493,9254.8073308,4250.0,650.0,Brazilan Naturals
Indonesia,2013,12900.9493,9254.8073308,4250.0,650.0,Robustas
Madagascar,2013,584.4758,166.1384486,410.0,10.0,Other Milds
Madagascar,2013,584.4758,166.1384486,410.0,10.0,Robustas
Malawi,2013,27.7944,28.7297071,1.0,0.0,Other Milds
Papua New Guinea,2013,835.3594,810.93264,2039,5.0,Other Milds
Papua New Guinea,2013,835.3594,810.93264,2039,5.0,Robustas
Peru,2013,4106.2383,3736.0759796,250.0,82.0,Other Milds
Rwanda,2013,257.7282,254.2667468,1.0,10.0,Other Milds
Zimbabwe,2013,8.6415,2.1808035,4.0,0.0,Other Milds
Congo,2013,3.0,0.0,3.0,0.0,Robustas
Cuba,2013,106685,12415,220.0,0.0,Other Milds
Dominican Republic,2013,425.3936,64.7233119,383333,58.0,Other Milds
Haiti,2013,345.2098,8.2794708,340.0,0.0,Other Milds
Philippines,2013,185682,6.092139,2550.0,0.0,Brazilan Naturals
Philippines,2013,185682,6.092139,2550.0,0.0,Robustas
Tanzania,2013,810.9352,934.7947801,73467,51.65,Colombian Milds
Tanzania,2013,810.9352,934.7947801,73467,51.65,Robustas
Zambia,2013,10.7527,10.2548897,0.0,0.0,Other Milds
Cameroon,2013,403.8311,271.9492167,73483,22043,Other Milds
Cameroon,2013,403.8311,271.9492167,73483,22043,Robustas
Central African Republic,2013,90104,1.0,20.0,5523,Robustas
Colombia,2013,12124.0702,9669.907367,1617.02,1266388,Colombian Milds
Costa Rica,2013,1552.0761,1343.9515865,335.06,144.72,Other Milds
Côte d'Ivoire,2013,2597.7673,1962.0707667,317.0,575.18,Robustas
Democratic Republic of Congo,2013,347087,140.1253333,200.0,4.0,Other Milds
Democratic Republic of Congo,2013,347087,140.1253333,200.0,4.0,Robustas
El Salvador,2013,514.9996,1102.743425,275.0,72.5,Other Milds
Ethiopia,2013,6242.4439,2870.0752483,3365.0,667.0,Brazilan Naturals
Gabon,2013,383,0.0,583,217,Robustas
Ghana,2013,25.0741,22.6105125,2.0,2.0,Robustas
Guatemala,2013,3189.3714,3575.0113969,370.0,12.0,Other Milds
Guinea,2013,101.1902,134.2771324,50.0,10.0,Robustas
Honduras,2013,4583.0246,4185.1189243,350.0,232574,Other Milds
India,2013,5075.3312,5032.6385291,1400.0,1217.0,Other Milds
India,2013,5075.3312,5032.6385291,1400.0,1217.0,Robustas
Jamaica,2013,19.8292,15.053724,9.0,0.0,Other Milds
Kenya,2013,842.9501,814.5422481,55.0,20.0,Colombian Milds
Liberia,2013,5939,3.5393333,5.0,0.0,Robustas
Mexico,2013,3916.4766,3132.049713,2321.0,400.0,Other Milds
Nicaragua,2013,2059.8628,1660.5499878,209561,76622,Other Milds
Nigeria,2013,40.8582,0.7212691,40.0,0.0,Robustas
Panama,2013,113.4685,48.5491876,67.0,10.0,Other Milds
Sierra Leone,2013,31.7346,56.9916375,5.0,2.0,Robustas
Sri Lanka,2013,37.0825,0.2801537,35.0,0.0,Other Milds
Sri Lanka,2013,37.0825,0.2801537,35.0,0.0,Robustas
Thailand,2013,638.0038,49.3077027,1200.0,5.0,Brazilan Naturals
Thailand,2013,638.0038,49.3077027,1200.0,5.0,Robustas
Togo,2013,171.5059,90.7565333,238,9567,Robustas
Trinidad & Tobago,2013,12.2242,2.4859161,10.0,0.0,Robustas
Uganda,2013,3632867,3671879,220.8,717737,Other Milds
Uganda,2013,3632867,3671879,220.8,717737,Robustas
Venezuela,2013,803.7688,5.76347,1650.0,0.0,Other Milds
Viet Nam,2013,27609.7814,19717.7644142,2000.0,3200.0,Brazilan Naturals
Viet Nam,2013,27609.7814,19717.7644142,2000.0,3200.0,Robustas
Angola,2014,39405,9375,30.0,105.0,Brazilan Naturals
Angola,2014,39405,9375,30.0,105.0,Robustas
Bolivia (Plurinational State of),2014,99.8766,61.7512667,53.5,0.0,Other Milds
Brazil,2014,53304.7669,37335.1728254,20333.0,17720.0,Brazilan Naturals
Brazil,2014,53304.7669,37335.1728254,20333.0,17720.0,Robustas
Burundi,2014,247.55,252178,2.0,7.0,Other Milds
Burundi,2014,247.55,252178,2.0,7.0,Robustas
Ecuador,2014,644.0112,1129.1651844,155.0,3.0,Other Milds
Ecuador,2014,644.0112,1129.1651844,155.0,3.0,Robustas
Indonesia,2014,10946.2773,6174.8097126,4417.0,600.0,Brazilan Naturals
Indonesia,2014,10946.2773,6174.8097126,4417.0,600.0,Robustas
Madagascar,2014,501.4544,137.8095917,390.0,10.0,Other Milds
Madagascar,2014,501.4544,137.8095917,390.0,10.0,Robustas
Malawi,2014,24.7098,25.5353073,1.0,0.0,Other Milds
Papua New Guinea,2014,797.5642,806.83394,1924,5.0,Other Milds
Papua New Guinea,2014,797.5642,806.83394,1924,5.0,Robustas
Peru,2014,2883229,2719.88985,250.0,60.0,Other Milds
Rwanda,2014,238.3438,255.6826782,1.0,10.0,Other Milds
Zimbabwe,2014,15.0124,11.3021925,4.0,0.0,Other Milds
Congo,2014,3002,0.0,3.0,0.0,Robustas
Cuba,2014,101421,13241,220.0,0.0,Other Milds
Dominican Republic,2014,396.9541,44.8342722,388.0,45.0,Other Milds
Haiti,2014,343.2067,3.1414734,340.0,0.0,Other Milds
Philippines,2014,193.2142,12.0375383,2800.0,0.0,Brazilan Naturals
Philippines,2014,193.2142,12.0375383,2800.0,0.0,Robustas
Tanzania,2014,752.6685,717.9569368,76717,38.95,Colombian Milds
Tanzania,2014,752.6685,717.9569368,76717,38.95,Robustas
Zambia,2014,2.6111,5.2441874,0.0,0.0,Other Milds
Cameroon,2014,483.1051,375.0338667,75317,20.0,Other Milds
Cameroon,2014,483.1051,375.0338667,75317,20.0,Robustas
Central African Republic,2014,62614,75027,20.0,0.6,Robustas
Colombia,2014,13333.3435,10954.4083574,1665451,1379366,Colombian Milds
Costa Rica,2014,1475.0612,1208.9184979,380742,125173,Other Milds
Côte d'Ivoire,2014,1728.0433,1489.15115,317.0,1153453,Robustas
Democratic Republic of Congo,2014,334871,150577,200.0,3.0,Other Milds
Democratic Republic of Congo,2014,334871,150577,200.0,3.0,Robustas
El Salvador,2014,664.9995,461.64911,280.0,18.5,Other Milds
Ethiopia,2014,6383.2618,3116.69037,3433.0,500.0,Brazilan Naturals
Gabon,2014,517,0.0,517,17,Robustas
Ghana,2014,35.3924,26.4419779,2.0,2.0,Robustas
Guatemala,2014,3310.0759,3043.4385355,380.0,10.0,Other Milds
Guinea,2014,165.1077,24.1208056,50.0,10.0,Robustas
Honduras,2014,5268.2161,4251.826667,355.0,293075,Other Milds
India,2014,5449867,5130.9142699,1430.0,826.0,Other Milds
India,2014,5449867,5130.9142699,1430.0,826.0,Robustas
Jamaica,2014,21.0512,10.2486926,9.0,0.0,Other Milds
Kenya,2014,769.7629,798.7267892,55.0,25.0,Colombian Milds
Liberia,2014,7.0733,1.3456667,5.0,0.0,Robustas
Mexico,2014,3636.4007,2479.5268094,2347.0,800.0,Other Milds
Nicaragua,2014,1897.6828,1900.6373843,211742,150312,Other Milds
Nigeria,2014,42.7982,1.4323063,40.0,0.0,Robustas
Panama,2014,106.2169,51.0247939,67.0,8.0,Other Milds
Sierra Leone,2014,46.4478,24.0319576,5.0,2.0,Robustas
Sri Lanka,2014,35.7018,2.3383577,35.0,0.0,Other Milds
Sri Lanka,2014,35.7018,2.3383577,35.0,0.0,Robustas
Thailand,2014,844.8871,27.3704621,1250.0,16667,Brazilan Naturals
Thailand,2014,844.8871,27.3704621,1250.0,16667,Robustas
Togo,2014,143.2417,133.9686333,195,46683,Robustas
Trinidad & Tobago,2014,12.0013,2.137128,10.0,0.0,Robustas
Uganda,2014,3744477,3442351,229.2,629975,Other Milds
Uganda,2014,3744477,3442351,229.2,629975,Robustas
Venezuela,2014,650.3983,0.0820858,1650.0,0.0,Other Milds
Viet Nam,2014,27240.5219,26097.1441598,2200.0,3500.0,Brazilan Naturals
Viet Nam,2014,27240.5219,26097.1441598,2200.0,3500.0,Robustas
Angola,2015,40515,10515,30.0,105.0,Brazilan Naturals
Angola,2015,40515,10515,30.0,105.0,Robustas
Bolivia (Plurinational State of),2015,84.2191,30.2801583,55.0,0.0,Other Milds
Brazil,2015,52870.5876,37562.8467468,20508.0,12910.0,Brazilan Naturals
Brazil,2015,52870.5876,37562.8467468,20508.0,12910.0,Robustas
Burundi,2015,269.4576,230.18855,2.0,7.0,Other Milds
Burundi,2015,269.4576,230.18855,2.0,7.0,Robustas
Ecuador,2015,644.4926,869.0484943,155.0,3.0,Other Milds
Ecuador,2015,644.4926,869.0484943,155.0,3.0,Robustas
Indonesia,2015,12585.4751,8378.6875964,4550.0,450.0,Brazilan Naturals
Indonesia,2015,12585.4751,8378.6875964,4550.0,450.0,Robustas
Madagascar,2015,414232,59.3255179,370.0,10.0,Other Milds
Madagascar,2015,414232,59.3255179,370.0,10.0,Robustas
Malawi,2015,21.2015,17.8592197,1.0,0.0,Other Milds
Papua New Guinea,2015,711.9818,711.4821,1.8,5.0,Other Milds
Papua New Guinea,2015,711.9818,711.4821,1.8,5.0,Robustas
Peru,2015,3303.5542,2789.83914,250.0,50.0,Other Milds
Rwanda,2015,292.6292,262.6835499,1.0,10.0,Other Milds
Zimbabwe,2015,14.2836,11.0690096,4.0,0.0,Other Milds
Congo,2015,3.0,0.0020367,3.0,0.0,Robustas
Cuba,2015,99.8181,12.79605,220.0,0.0,Other Milds
Dominican Republic,2015,399.9543,19.1439671,388.0,35.0,Other Milds
Haiti,2015,340.8647,2.6611461,340.0,0.0,Other Milds
Philippines,2015,208.0726,14.8310425,3000.0,0.0,Brazilan Naturals
Philippines,2015,208.0726,14.8310425,3000.0,0.0,Robustas
Tanzania,2015,930172,708.912463,92.05,37183,Colombian Milds
Tanzania,2015,930172,708.912463,92.05,37183,Robustas
Zambia,2015,3689,2.9395502,0.0,0.0,Other Milds
Cameroon,2015,390.8379,390.1427167,76.0,30.0,Other Milds
Cameroon,2015,390.8379,390.1427167,76.0,30.0,Robustas
Central African Republic,2015,100018,43214,20.0,0.0,Robustas
Colombia,2015,14008.7814,12716.3846704,1720373,964331,Colombian Milds
Costa Rica,2015,1440.1724,1128.190321,448821,74.88,Other Milds
Côte d'Ivoire,2015,1289.0845,1418.3751666,317.0,1236776,Robustas
Democratic Republic of Congo,2015,370.6123,128285,200.0,3.0,Other Milds
Democratic Republic of Congo,2015,370.6123,128285,200.0,3.0,Robustas
El Salvador,2015,565.0,575.8640571,285.0,10.7,Other Milds
Ethiopia,2015,6514.9754,2984.9748167,3501.0,578.0,Brazilan Naturals
Gabon,2015,741,0.0,0.5,17,Robustas
Ghana,2015,35.6548,40.0215698,2.0,2.0,Robustas
Guatemala,2015,3409781,2960.8620078,390.0,15.0,Other Milds
Guinea,2015,286.4455,151.692689,50.0,10.0,Robustas
Honduras,2015,5785776,5029.6670058,365.0,186219,Other Milds
India,2015,5830.3381,5262.2938866,1450.0,1008.0,Other Milds
India,2015,5830.3381,5262.2938866,1450.0,1008.0,Robustas
Jamaica,2015,20.0121,11.8739809,9.0,0.0,Other Milds
Kenya,2015,799.1671,712.0561288,60.0,20.0,Colombian Milds
Liberia,2015,10.0467,3.5200001,5.0,0.0,Robustas
Mexico,2015,2772.0393,2457.9965011,2329.0,800.0,Other Milds
Nicaragua,2015,2130.4221,1753.1587845,213946,63912,Other Milds
Nigeria,2015,41.2782,2.8628523,40.0,0.0,Robustas
Panama,2015,127.0784,49.7142205,67.0,4.0,Other Milds
Sierra Leone,2015,45.9276,54.0397454,5.0,2.0,Robustas
Sri Lanka,2015,36.1933,0.482531,35.0,0.0,Other Milds
Sri Lanka,2015,36.1933,0.482531,35.0,0.0,Robustas
Thailand,2015,761.9808,578.3290715,1300.0,8.0,Brazilan Naturals
Thailand,2015,761.9808,578.3290715,1300.0,8.0,Robustas
Togo,2015,80.9232,178.1048167,0.22,6.35,Robustas
Trinidad & Tobago,2015,11.7897,1.9322738,10.0,0.0,Robustas
Uganda,2015,3649567,3595607,234.0,690.0,Other Milds
Uganda,2015,3649567,3595607,234.0,690.0,Robustas
Venezuela,2015,500.1259,0.50364,1650.0,0.0,Other Milds
Viet Nam,2015,31090.0419,21943.5021749,2300.0,5000.0,Brazilan Naturals
Viet Nam,2015,31090.0419,21943.5021749,2300.0,5000.0,Robustas
Angola,2016,44.83,10945,30.0,105.0,Brazilan Naturals
Angola,2016,44.83,10945,30.0,105.0,Robustas
Bolivia (Plurinational State of),2016,77.9835,22.4563417,57.0,0.0,Other Milds
Brazil,2016,56788.1784,34269.1502534,21225.0,7800.0,Brazilan Naturals
Brazil,2016,56788.1784,34269.1502534,21225.0,7800.0,Robustas
Burundi,2016,196.4128,204.2708313,2.0,5.0,Other Milds
Burundi,2016,196.4128,204.2708313,2.0,5.0,Robustas
Ecuador,2016,644.8845,922.6263392,155.0,3.0,Other Milds
Ecuador,2016,644.8845,922.6263392,155.0,3.0,Robustas
Indonesia,2016,11541.0266,6545.3920455,4650.0,500.0,Brazilan Naturals
Indonesia,2016,11541.0266,6545.3920455,4650.0,500.0,Robustas
Madagascar,2016,452.7566,75.7958404,360.0,10.0,Other Milds
Madagascar,2016,452.7566,75.7958404,360.0,10.0,Robustas
Malawi,2016,19516,22.1486775,1.0,0.0,Other Milds
Papua New Guinea,2016,1171.1449,1133.1803071,2.0,5.0,Other Milds
Papua New Guinea,2016,1171.1449,1133.1803071,2.0,5.0,Robustas
Peru,2016,4222.8784,3959.5835934,250.0,40.0,Other Milds
Rwanda,2016,231.0905,244.3354621,1.0,10.0,Other Milds
Zimbabwe,2016,15.1183,12.2870778,4.0,0.0,Other Milds
Congo,2016,3.0,0.0,3.0,0.0,Robustas
Cuba,2016,102.6,15.4021,220.0,0.0,Other Milds
Dominican Republic,2016,412.2085,19.3625362,390.0,27.0,Other Milds
Haiti,2016,341.5781,1.2770179,340.0,0.0,Other Milds
Philippines,2016,214.6417,12.9434741,3030.0,0.0,Brazilan Naturals
Philippines,2016,214.6417,12.9434741,3030.0,0.0,Robustas
Tanzania,2016,846.0919,904.7976535,91.3,46833,Colombian Milds
Tanzania,2016,846.0919,904.7976535,91.3,46833,Robustas
Zambia,2016,13.3181,9.7911194,0.0,0.0,Other Milds
Cameroon,2016,291.8761,281.1289667,77.0,35.0,Other Milds
Cameroon,2016,291.8761,281.1289667,77.0,35.0,Robustas
Central African Republic,2016,36.7267,80018,20.0,0.0,Robustas
Colombia,2016,14634.3893,12831.3907266,1736.4414,1196173,Colombian Milds
Costa Rica,2016,1371.8963,1006.9283536,329457,71491,Other Milds
Côte d'Ivoire,2016,1117.4045,1432.0436,317.0,665462,Robustas
Democratic Republic of Congo,2016,279.3877,170.9553333,200.0,3.0,Other Milds
Democratic Republic of Congo,2016,279.3877,170.9553333,200.0,3.0,Robustas
El Salvador,2016,609.9996,495.9930146,292.0,10.1,Other Milds
Ethiopia,2016,7142.9796,3000.72445,3571.0,500.0,Brazilan Naturals
Gabon,2016,0.5,0.0,0.5,258,Robustas
Ghana,2016,26.1091,26.8017133,2.0,2.0,Robustas
Guatemala,2016,3684209,2991.1207581,390.0,15.0,Other Milds
Guinea,2016,269.9426,250.0291659,50.0,10.0,Robustas
Honduras,2016,7456.8976,5305.953308,370.0,466.99,Other Milds
India,2016,6160.9436,6086.1197369,1440.0,655.0,Other Milds
India,2016,6160.9436,6086.1197369,1440.0,655.0,Robustas
Jamaica,2016,18.0447,11.2239986,9.0,0.0,Other Milds
Kenya,2016,792.7675,727.0431516,60.0,20.0,Colombian Milds
Liberia,2016,12.0867,2955,5.0,0.0,Robustas
Mexico,2016,3635.2949,2232.9130734,2360.0,630.0,Other Milds
Nicaragua,2016,2555.2981,1963.4673074,216728,106988,Other Milds
Nigeria,2016,43.3182,1.4005618,40.0,0.0,Robustas
Panama,2016,120.1902,55.585032,67.0,4.0,Other Milds
Sierra Leone,2016,37.9217,25.806877,5.0,2.0,Robustas
Sri Lanka,2016,36.7161,1.4493613,35.0,0.0,Other Milds
Sri Lanka,2016,36.7161,1.4493613,35.0,0.0,Robustas
Thailand,2016,537.5435,130.9525718,1350.0,8.0,Brazilan Naturals
Thailand,2016,537.5435,130.9525718,1350.0,8.0,Robustas
Togo,2016,23.2772,74.8768333,254,13767,Robustas
Trinidad & Tobago,2016,11.7911,1.7645473,10.0,0.0,Robustas
Uganda,2016,4962158,3543097,240.0,790.0,Other Milds
Uganda,2016,4962158,3543097,240.0,790.0,Robustas
Venezuela,2016,525.0,0.0,1650.0,0.0,Other Milds
Viet Nam,2016,27819.1762,29721.2905333,2400.0,5000.0,Brazilan Naturals
Viet Nam,2016,27819.1762,29721.2905333,2400.0,5000.0,Robustas
Angola,2017,35006,9055,30.0,105.0,Brazilan Naturals
Angola,2017,35006,9055,30.0,105.0,Robustas
Bolivia (Plurinational State of),2017,83.8112,26.1199916,58.5,0.0,Other Milds
Brazil,2017,52739.8179,30924.5678492,21997.0,9872.0,Brazilan Naturals
Brazil,2017,52739.8179,30924.5678492,21997.0,9872.0,Robustas
Burundi,2017,202.1079,168.8762643,2.0,5.0,Other Milds
Burundi,2017,202.1079,168.8762643,2.0,5.0,Robustas
Ecuador,2017,623.5744,695.1462968,155.0,3.0,Other Milds
Ecuador,2017,623.5744,695.1462968,155.0,3.0,Robustas
Indonesia,2017,10852.3153,8197.5739739,4750.0,500.0,Brazilan Naturals
Indonesia,2017,10852.3153,8197.5739739,4750.0,500.0,Robustas
Madagascar,2017,404.1924,57.5361834,365.0,10.0,Other Milds
Madagascar,2017,404.1924,57.5361834,365.0,10.0,Robustas
Malawi,2017,14.4703,12.6223955,1.0,0.0,Other Milds
Papua New Guinea,2017,733.9382,794.1003952,2.0,5.0,Other Milds
Papua New Guinea,2017,733.9382,794.1003952,2.0,5.0,Robustas
Peru,2017,4279.0832,3945.8232277,250.0,40.0,Other Milds
Rwanda,2017,264.4524,245.9412701,1.0,10.0,Other Milds
Zimbabwe,2017,6.8019,2.3491934,4.0,0.0,Other Milds
Congo,2017,3.0001,0.0,3.0,0.0,Robustas
Cuba,2017,113.2259,15.1269672,220.0,0.0,Other Milds
Dominican Republic,2017,412.4251,24.3960478,390.0,25.0,Other Milds
Haiti,2017,342.3802,1.886211,340.0,0.0,Other Milds
Philippines,2017,203.3179,8.5486409,3180.0,0.0,Brazilan Naturals
Philippines,2017,203.3179,8.5486409,3180.0,0.0,Robustas
Tanzania,2017,783.4034,664.0793199,91667,25.0,Colombian Milds
Tanzania,2017,783.4034,664.0793199,91667,25.0,Robustas
Zambia,2017,18.6156,12.5689814,0.0,0.0,Other Milds
Cameroon,2017,369.5529,245.0171167,78.0,30.0,Other Milds
Cameroon,2017,369.5529,245.0171167,78.0,30.0,Robustas
Central African Republic,2017,59914,18.1126667,20.0,0.0,Robustas
Colombia,2017,13824.0725,12984.5957468,1793271,927088,Colombian Milds
Costa Rica,2017,1560.6803,987.1546413,353334,107343,Other Milds
Côte d'Ivoire,2017,1623.8487,854.6205832,317.0,500.0,Robustas
Democratic Republic of Congo,2017,381.7013,88.6189908,200.0,3.0,Other Milds
Democratic Republic of Congo,2017,381.7013,88.6189908,200.0,3.0,Robustas
El Salvador,2017,759.6124,527.1010812,300.0,22.2,Other Milds
Ethiopia,2017,7346.7332,3773.4063333,3643.0,575.0,Brazilan Naturals
Gabon,2017,0.2563,0.0,0.5,258,Robustas
Ghana,2017,12.9667,16.8556397,2.0,2.0,Robustas
Guatemala,2017,3733.7261,3382.6661913,395.0,15.0,Other Milds
Guinea,2017,229.1869,215.6914713,50.0,10.0,Robustas
Honduras,2017,7559768,7340.8439517,375.0,263667,Other Milds
India,2017,5813.2238,6541.5010488,1470.0,652.0,Other Milds
India,2017,5813.2238,6541.5010488,1470.0,652.0,Robustas
Jamaica,2017,19.0548,10.2324055,9.0,0.0,Other Milds
Kenya,2017,789.5168,709.6382353,65.0,30.0,Colombian Milds
Liberia,2017,16305,11.0116667,5.0,0.0,Robustas
Mexico,2017,4484.5814,2910.6499645,2400.0,550.0,Other Milds
Nicaragua,2017,2642.2854,2448.6379304,218.0,125.0,Other Milds
Nigeria,2017,42.2881,2.57984,40.0,0.0,Robustas
Panama,2017,104.5621,50.1411407,67.0,3.0,Other Milds
Sierra Leone,2017,37.9464,34.973872,5.0,2.0,Robustas
Sri Lanka,2017,36.7829,1.6893049,35.0,0.0,Other Milds
Sri Lanka,2017,36.7829,1.6893049,35.0,0.0,Robustas
Thailand,2017,638.2325,141.1263307,1375.0,8.0,Brazilan Naturals
Thailand,2017,638.2325,141.1263307,1375.0,8.0,Robustas
Togo,2017,114.7158,27.3287667,254,5.0,Robustas
Trinidad & Tobago,2017,12.0009,1.7999997,10.0,0.0,Robustas
Uganda,2017,4596813,4774033,244.8,907.0,Other Milds
Uganda,2017,4596813,4774033,244.8,907.0,Robustas
Venezuela,2017,571.5128,0.0,1600.0,0.0,Other Milds
Viet Nam,2017,33432499,25092.1586831,2500.0,4600.0,Brazilan Naturals
Viet Nam,2017,33432499,25092.1586831,2500.0,4600.0,Robustas
Angola,2018,41.9027,9.3233967,30.0,105.0,Brazilan Naturals
Angola,2018,41.9027,9.3233967,30.0,105.0,Robustas
Bolivia (Plurinational State of),2018,82.5687,22.4596336,60.0,0.0,Other Milds
Brazil,2018,65130.7997,35637.3585892,22200.0,9832.0,Brazilan Naturals
Brazil,2018,65130.7997,35637.3585892,22200.0,9832.0,Robustas
Burundi,2018,204.3391,201.7252364,2.0,10.0,Other Milds
Burundi,2018,204.3391,201.7252364,2.0,10.0,Robustas
Ecuador,2018,496.0001,482.6993325,155.0,3.0,Other Milds
Ecuador,2018,496.0001,482.6993325,155.0,3.0,Robustas
